year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,hasbling,allamerican,hasawards,drafted
2015,carl davis,Iowa,DT,76.63,320,5.07,,33,103,4.47,7.91,0,0,0,Y
2015,tyeler davison,Frenso State (CA),DT,73.63,316,5.18,32,33,105,4.46,7.53,0,0,0,Y
2015,ryan delaire,Towson (MD),DE,76.13,254,4.97,23,,,,,0,0,0,N
2015,mario edwards,Florida State,DE,74.63,279,4.84,32,32.5,120,4.55,7.44,0,0,0,Y
2015,trey flowers,Arkansas,DE,74.13,266,4.93,28,36.5,121,4.4,7.34,0,0,0,Y
2015,eddie goldman,Florida State,DT,75.88,336,5.28,,,,,,0,0,0,Y
2015,randy gregory,Nebraska,DE,76.88,235,4.64,24,36.5,125,,,0,0,0,Y
2015,obum gwacham,Oregon State,DE,77.38,246,4.72,22,36,121,4.28,7.28,0,0,0,Y
2015,marcus hardison,Arizona State,DT,75.13,307,4.96,27,,,,,0,0,0,Y
2015,danielle hunter,Louisiana State,DE,77.13,252,4.57,25,,,,,0,0,0,Y
2015,martin ifedi,Memphis,DE,75.13,275,4.88,16,31,111,4.58,7.39,0,0,0,Y
2015,grady jarrett,Clemson,DT,72.75,304,5.06,30,31,112,4.56,7.37,0,0,0,Y
2015,derrick lott,Tennessee-Chattanooga,DT,76,314,4.99,30,26.5,106,4.44,7.3,0,0,0,N
2015,joey mbu,Houston,DT,74.88,313,5.54,,22.5,97,5.01,8.2,0,0,0,N
2015,ellis mccarthy,UCLA,DT,76.63,338,5.21,24,32,109,5.07,8.16,0,0,0,N
2015,owamagbe odighizuwa,UCLA,DE,75.5,267,4.62,25,39,127,4.19,7.36,0,0,0,Y
2015,nate orchard,Utah,DE,75.25,250,4.8,,31.5,115,4.43,7.28,0,0,1,Y
2015,leon orr,Florida,DT,76.88,323,5.16,,28,100,4.9,8.26,0,0,0,N
2015,david parry,Stanford,DT,73.25,308,5.38,34,29,103,,,0,0,0,Y
2015,jordan phillips,Oklahoma,DT,77.25,329,5.17,28,30,105,4.68,7.88,0,0,0,Y
2015,darius philon,Arkansas,DT,73.38,298,5,26,31,107,,8,0,0,0,Y
2015,shane ray,Missouri,DE,74.63,245,4.65,21,,,,,1,1,1,Y
2015,cedric reed,Texas,DE,77.25,269,4.89,22,,,,,0,0,0,N
2015,bobby richardson,Indiana,DT,74.63,283,5.16,,32.5,106,4.41,7.57,0,0,0,N
2015,ryan russell,Purdue,DE,76.25,269,4.75,25,32.5,119,4.47,7.25,0,0,0,Y
2015,danny shelton,Washington,DT,74.13,339,5.64,34,30.5,95,4.65,7.99,0,0,0,Y
2015,deon simon,Northwestern State (LA),DT,76.38,321,5.12,35,29.5,105,4.76,7.92,0,0,0,Y
2015,preston smith,Mississippi State,DE,76.88,271,4.74,24,34,121,4.28,7.07,0,0,0,Y
2015,lynden trail,Norfolk State (VA),DE,78.63,269,4.91,24,32.5,117,4.48,7.32,0,0,0,N
2015,leterrius walton,Central Michigan,DT,76.88,319,5.25,25,27,103,4.78,7.91,0,0,0,Y
2015,leonard williams,Southern California,DT,76.63,302,4.97,,29.5,106,4.53,7.59,0,0,0,Y
2015,gabe wright,Auburn,DT,75,300,5.07,34,26.5,100,4.56,7.73,0,0,0,Y
2016,mehdi abdesmad,Boston College,DT,78.25,284,5.1,25,29.5,108,4.62,7.55,0,0,0,N
2016,sterling bailey,Georgia,DE,76,285,5.23,20,30,111,4.73,7.46,0,0,0,N
2016,jimmy bean,Oklahoma State,DE,77,264,,20,,,,,0,0,0,N
2016,andrew billings,Baylor,DT,72.63,311,5.05,31,27.5,113,4.82,8.05,1,0,1,Y
2016,ronald blair,Appalachian State (NC),DE,74.13,284,5.15,32,30,113,4.53,7.95,1,0,1,Y
2016,joey bosa,Ohio State,DE,77.25,269,4.86,24,32,120,4.21,6.89,1,1,1,Y
2016,deforest buckner,Oregon,DE,79,291,5.05,,32,116,4.47,7.51,1,0,1,Y
2016,jonathan bullard,Florida,DE,75,285,4.93,23,32,116,4.56,7.31,0,0,0,Y
2016,vernon butler,Louisiana Tech,DT,75.63,323,5.33,26,29.5,104,4.76,7.82,0,0,0,Y
2016,shilique calhoun,Michigan State,DE,76.38,251,4.82,23,35,115,4.25,6.97,0,0,0,Y
2016,kenny clark,UCLA,DT,74.63,314,5.06,29,28.5,102,4.62,,0,0,0,Y
2016,maliek collins,Nebraska,DT,73.88,311,5.03,25,29.5,109,4.52,7.53,0,0,0,Y
2016,kamalei correa,Boise State,DE,74.63,243,4.69,21,33,108,,,0,0,0,Y
2016,james cowser,Southern Utah,DE,75.13,248,4.82,21,31.5,111,4.31,6.8,0,0,0,N
2016,sheldon day,Notre Dame,DT,72.63,293,5.07,21,30,102,4.5,7.44,0,0,0,Y
2016,kevin dodd,Clemson,DE,77,277,4.86,,,,,,0,0,0,Y
2016,jason fanaika,Utah,DE,73.75,271,4.92,23,35.5,113,4.39,7.06,0,0,0,N
2016,javon hargrave,South Carolina State,DT,73.38,309,4.93,29,34.5,109,4.7,7.9,0,0,0,Y
2016,joel heath,Michigan State,DT,77.25,293,5.02,26,33,113,4.52,7.44,0,0,0,N
2016,willie henry,Michigan,DT,74.75,303,5,28,30.5,110,4.53,7.57,0,0,0,Y
2016,matt ioannidis,Temple,DT,75.5,299,5.03,32,28,108,4.68,7.78,0,0,0,N
2016,branden jackson,Texas Tech,DE,75.88,273,5.06,20,31.5,113,4.77,7.4,0,0,0,N
2016,quinton jefferson,Maryland,DT,75.88,291,4.95,24,29,,4.37,7.95,0,0,0,Y
2016,austin johnson,Penn State,DT,76.38,314,5.32,25,26,96,4.75,7.84,0,0,0,Y
2016,chris jones,Mississippi State,DT,77.75,310,5.03,26,24.5,106,4.62,7.44,0,0,0,Y
2016,matt judon,Grand Valley State (MI),DE,75,275,4.73,30,35,109,4.52,7.67,0,0,0,Y
2016,ufomba kamalu,Miami (FL),DT,77.13,295,5.01,26,25,106,4.58,7.32,0,0,0,N
2016,bronson kaufusi,Brigham Young,DE,78.5,285,4.87,25,30,111,4.25,7.03,0,0,0,Y
2016,darius latham,Indiana,DT,76.25,311,5.32,,29,100,4.63,7.76,0,0,0,N
2016,shaq lawson,Clemson,DE,74.63,269,4.7,,33,120,4.21,7.16,1,1,1,Y
2016,dean lowry,Northwestern,DE,77.75,296,4.87,30,32.5,114,4.38,7.26,0,0,0,Y
2016,luther maddy,Virginia Tech,DT,72,287,,29,,,,,0,0,0,N
2016,chris mayes,Georgia,DT,75.13,338,5.34,33,23.5,104,5.13,,0,0,0,N
2016,alex mccalister,Florida,DL,78.13,239,4.8,,34.5,128,4,7.01,0,0,0,Y
2016,carl nassib,Penn State,DE,78.88,277,4.84,21,28.5,114,4.37,7.27,1,1,1,Y
2016,giorgio newberry,Florida State,DE,77.5,285,4.94,20,30,114,4.78,7.53,0,0,0,N
2016,yannick ngakoue,Maryland,DE,74,252,4.75,26,34.5,118,4.5,7.35,0,0,0,Y
2016,dadi nicolas,Virginia Tech,DE,74.88,235,4.74,14,41,116,4.38,7.04,0,0,0,Y
2016,robert nkemdiche,Mississippi,DT,75.5,294,4.87,28,35,116,,,0,0,0,Y
2016,shawn oakman,Baylor,DE,79.63,287,4.96,23,32,123,4.56,7.53,0,0,0,N
2016,victor ochi,Stony Brook (NY),DE,73.13,246,4.86,,32,119,4.4,7.24,0,0,0,N
2016,emmanuel ogbah,Oklahoma State,DE,76.25,273,4.63,20,35.5,121,4.5,7.26,1,0,1,Y
2016,romeo okwara,Notre Dame,DE,76.63,265,4.9,23,33,120,4.53,7.38,0,0,0,N
2016,dj pettway,Alabama,DE,74.13,265,4.99,17,28,108,4.69,7.74,0,0,0,N
2016,sheldon rankins,Louisville,DT,73.13,299,5.03,28,34.5,118,4.59,7.44,0,0,0,Y
2016,dj reader,Clemson,DT,74.63,327,5.33,30,29.5,99,4.71,7.9,0,0,0,Y
2016,jarran reed,Alabama,DT,74.88,307,5.21,,31,104,4.75,7.77,0,0,0,Y
2016,hassan ridgeway,Texas,DT,75.38,303,5.02,24,32,113,4.82,8.28,0,0,0,Y
2016,ashawn robinson,Alabama,DT,75.63,307,5.2,22,26,106,4.74,7.8,1,1,1,Y
2016,devaunte sigler,Jacksonville State (AL),DT,75.5,298,5.15,23,25,,4.97,7.9,0,0,0,N
2016,noah spence,Eastern Kentucky,DE,74.5,251,4.8,25,35,121,4.35,7.21,0,0,0,Y
2016,charles tapper,Oklahoma,DE,74.63,271,4.59,23,34,119,,,0,0,0,Y
2016,lawrence thomas,Michigan State,DE,75.5,286,4.98,,35,113,,,0,0,0,N
2016,ron thompson,Syracuse,DE,75,253,4.92,18,,,4.5,7.46,0,0,0,N
2016,vincent valentine,Nebraska,DT,75.63,329,5.19,17,29,110,4.59,8.03,0,0,0,Y
2016,jihad ward,Illinois,DE,77.13,297,5.11,20,25,111,4.63,7.38,0,0,0,Y
2016,adolphus washington,Ohio State,DT,75.38,301,5.17,21,27,99,4.79,8.06,0,0,0,Y
2016,connor wujciak,Boston College,DT,74,291,4.91,22,34.5,117,4.27,7.32,0,0,0,N
2016,anthony zettel,Penn State,DE,75,277,4.81,28,30.5,109,4.39,7.63,0,0,0,Y
2017,montravius adams,Auburn,DT,75.63,304,4.87,22,29,108,,7.62,0,0,0,Y
2017,jonathan allen,Alabama,DE,74.63,286,5,21,30,108,4.44,7.49,1,1,1,Y
2017,derek barnett,Tennessee,DE,74.63,259,4.88,,31,117,4.44,6.96,1,1,1,Y
2017,tarell basham,Ohio,DE,75.63,269,4.7,15,31.5,119,4.44,7.27,1,0,1,Y
2017,collin bevins,Northwest Missouri State,DE,78,285,,,,,4.39,,0,0,0,N
2017,tashawn bower,Louisiana State,DE,76.75,250,4.82,20,31.5,121,4.38,7.2,0,0,0,N
2017,caleb brantley,Florida,DT,74.63,307,5.14,21,27,105,4.5,7.66,0,0,0,Y
2017,fadol brown,Mississippi,DE,76.13,273,4.94,19,34,115,,7.24,0,0,0,N
2017,josh carraway,Texas Christian,DE,75,242,4.74,25,29.5,120,4.42,7.2,0,0,0,Y
2017,taco charlton,Michigan,DE,77.63,277,4.92,25,33,116,,7.17,0,0,0,Y
2017,chunky clements,Illinois,DT,74.13,301,,23,,,4.96,,0,0,0,N
2017,keionta davis,Tennessee-Chattanooga,DE,75,271,,,,,4.46,,0,0,0,N
2017,dylan donahue,West Georgia,DL,74.63,248,4.75,26,29.5,116,,7.02,0,0,0,Y
2017,ken ekanem,Virginia Tech,DL,74.63,257,4.88,,30.5,115,4.4,7.38,0,0,0,N
2017,myles garrett,Texas A&M,DE,76.25,272,4.64,33,41,128,4.2,,1,1,1,Y
2017,ryan glasgow,Michigan,DT,74.88,302,5.13,20,27.5,105,4.62,7.55,0,0,0,Y
2017,davon godchaux,Louisiana State,DT,75.13,310,5.27,18,,,4.43,,0,0,0,Y
2017,daeshon hall,Texas A&M,DE,77.38,266,4.76,18,36,123,4.63,7.03,0,0,0,Y
2017,charles harris,Missouri,DE,74.63,253,4.82,21,32,109,4.56,7.47,0,0,0,Y
2017,trey hendrickson,Florida Atlantic,DE,75.88,266,4.65,,33.5,122,4.4,7.03,1,0,1,Y
2017,jaleel johnson,Iowa,DT,74.88,316,5.38,19,28,100,4.75,7.64,0,0,0,Y
2017,dj jones,Mississippi,DT,72.63,319,5.04,25,28.5,108,4.66,7.73,0,0,0,Y
2017,jarron jones,Notre Dame,DT,77.63,316,5.33,22,20.5,,4.53,,0,0,0,N
2017,nazair jones,North Carolina,DT,76.63,304,5.11,,24.5,101,,7.93,0,0,0,Y
2017,tanoh kpassagnon,Villanova,DE,78.88,289,4.83,23,30,128,4.69,7.46,0,0,0,Y
2017,harvey langi,Brigham Young,DE,73.63,251,,23,33,118,,7,0,0,0,N
2017,carl lawson,Auburn,DE,73.63,261,4.67,35,33,114,4.62,7.46,0,0,0,Y
2017,jeremiah ledbetter,Arkansas,DE,74.88,280,4.84,29,32.5,113,4.47,7.55,0,0,0,Y
2017,malik mcdowell,Michigan State,DT,77.75,295,4.85,23,28.5,112,,7.69,0,0,0,Y
2017,takkarist mckinley,UCLA,DE,74.13,250,4.59,24,33,122,4.32,7.48,0,0,0,Y
2017,avery moss,Youngstown State (OH),DE,75.13,264,4.79,14,32.5,114,4.62,7.25,0,0,0,Y
2017,alquadin muhammad,Miami (FL),DE,75.25,253,4.88,22,30.5,117,4.37,7.25,0,0,0,Y
2017,noble nwachukwu,West Virginia,DE,73,268,4.83,27,30.5,110,4.37,,0,0,0,N
2017,ifeadi odenigbo,Northwestern,DL,75.13,258,4.72,25,31.5,128,,7.26,0,0,0,Y
2017,larry ogunjobi,North Carolina Charlotte,DT,74.63,305,4.97,26,32,116,4.72,7.55,0,0,0,Y
2017,carroll phillips,Illinois,DE,75.25,242,4.64,23,30,123,4.41,7.06,0,0,0,N
2017,ejuan price,Pittsburgh,DE,70.88,241,4.84,20,31.5,117,4.31,,0,0,0,Y
2017,elijah qualls,Washington,DT,73.13,313,5.13,33,31.5,105,4.57,7.65,0,0,0,Y
2017,haason reddick,Temple,DE,73.25,237,4.52,24,36.5,133,5,7.01,0,0,0,Y
2017,derek rivers,Youngstown State (OH),DE,76.13,248,4.61,30,35,123,,6.94,0,0,0,Y
2017,isaac rochell,Notre Dame,DT,76.38,280,4.89,25,31.5,114,,,0,0,0,Y
2017,garrett sickels,Penn State,DE,75.13,261,4.9,20,28,105,4.39,7.21,0,0,0,N
2017,tanzel smart,Tulane (LA),DT,72.63,296,5.24,22,27,105,,7.53,0,0,0,Y
2017,dawuane smoot,Illinois,DE,74.88,264,4.77,,29.5,117,4.28,7.18,0,0,0,Y
2017,vincent taylor,Oklahoma State,DT,74.75,304,5.07,26,28.5,108,4.59,7.58,0,0,0,Y
2017,solomon thomas,Stanford,DE,74.75,273,4.69,30,35,126,4.58,6.95,0,0,0,Y
2017,dalvin tomlinson,Alabama,DT,75,310,5.19,,27,110,4.39,7.68,0,0,0,Y
2017,stevie tuikolovatu,Southern California,DT,73.13,331,5.45,28,24.5,91,4.65,7.83,0,0,0,Y
2017,eddie vanderdoes,UCLA,DT,75.13,305,4.99,28,28.5,111,,7.69,0,0,0,Y
2017,charles walker,Oklahoma,DT,74.13,310,4.96,25,28,107,4.13,7.89,0,0,0,N
2017,demarcus walker,Florida State,DE,75.75,280,,18,,,4.89,,1,1,1,Y
2017,carlos watkins,Clemson,DT,75.13,309,,25,,,4.73,,0,0,0,Y
2018,ola adeniyi,Toledo,DE,74,248,4.83,26,31.5,,4.28,7.21,0,0,0,N
2018,dorance armstrong,Kansas,DE,76,257,4.87,20,30,118,4.23,7.12,0,0,0,Y
2018,ade aruna,Tulane (LA),DE,78,262,4.6,18,38.5,128,4.48,7.53,0,0,0,Y
2018,john atkins,Georgia,DT,76,321,5.38,,24,89,4.75,7.95,0,0,0,N
2018,andrew brown,Virginia,DE,76,296,5.03,31,28,101,4.48,7.51,0,0,0,Y
2018,taven bryan,Florida,DT,76,291,4.98,30,35,119,4.48,7.12,0,0,0,Y
2018,bradley chubb,North Carolina State,DE,76,269,4.65,24,36,121,4.41,7.37,1,1,1,Y
2018,marcus davenport,Texas-San Antonio,DE,78,264,4.58,22,33.5,124,4.41,7.2,0,0,0,Y
2018,matt dickerson,UCLA,DE,76,292,5.06,26,31,,,,0,0,0,N
2018,foley fatukasi,Connecticut,DT,76,318,5.29,33,30,112,4.53,7.44,0,0,0,Y
2018,kylie fitts,Utah,DE,76,263,4.69,31,32.5,117,4.19,6.88,0,0,0,Y
2018,john franklinmyers,Stephen F. Austin (TX),DE,76,283,4.75,26,33,113,4.48,7.36,0,0,0,N
2018,joshua frazier,Alabama,DT,76,321,,21,,,,,0,0,0,Y
2018,rasheem green,Southern California,DE,77,275,4.73,,32.5,118,4.39,7.24,0,0,0,Y
2018,dashawn hand,Alabama,DE,76,297,4.83,28,31.5,111,4.62,7.98,0,0,0,Y
2018,zaycoven henderson,Texas A&M,DT,72,298,5.16,20,29.5,105,4.58,7.33,0,0,0,N
2018,bj hill,North Carolina State,DT,76,311,4.99,35,26.5,101,4.53,7.28,0,0,0,Y
2018,jalyn holmes,Ohio State,DE,77,283,4.82,25,32,,,,0,0,0,Y
2018,sam hubbard,Ohio State,DE,77,270,,,35,116,4.32,6.84,0,0,0,Y
2018,justin jones,North Carolina State,DT,74,309,5.09,24,29,104,4.74,7.82,0,0,0,Y
2018,arden key,Louisiana State,DE,78,238,,,31,117,4.25,7.16,0,0,0,Y
2018,tyquan lewis,Ohio State,DE,75,265,,,35.5,122,,,0,0,0,Y
2018,james looney,California,DE,75,287,4.89,28,35.5,113,4.37,7.32,0,0,0,Y
2018,lowell lotulelei,Utah,DT,74,315,,28,,,,,0,0,0,N
2018,kahlil mckenzie,Tennessee,DT,77,314,5.15,26,29.5,105,4.68,7.94,0,0,0,Y
2018,bilal nichols,Delaware,DT,76,306,4.95,29,,,,,0,0,0,Y
2018,derrick nnadi,Florida State,DT,73,317,5.38,25,27,96,5.02,8.15,0,0,0,Y
2018,kendrick norton,Miami (FL),DT,75,314,5.25,30,,,,,0,0,0,Y
2018,ogbonnia okoronkwo,Oklahoma,DE,73,253,4.77,27,38,121,,,1,0,1,Y
2018,olubunmi rotimi,Old Dominion (VA),DE,76,273,,21,32,113,4.7,7.46,0,0,0,N
2018,kentavius street,North Carolina State,DE,74,280,4.87,28,,,,,0,0,0,Y
2018,chad thomas,Miami (FL),DE,78,281,4.92,,29,116,,,0,0,0,Y
2018,jojo wicker,Arizona State,DE,75,296,5.16,25,30,105,,,0,0,0,N
2018,trevon young,Louisville,DE,76,258,4.78,25,33,114,4.4,6.99,0,0,0,Y
